Feature,Variance,Mean Rank
ppi_combined_12,0.16564097435897435,0.33915384615384614
ppi_combined_20,0.16544723076923076,0.35169230769230764
after_IUPRED_15,0.16509097435897438,0.40584615384615386
gtex_Colon_-_Sigmoid,0.16472499999999998,0.34500000000000003
IMPACT_MODERATE,0.16471876923076925,0.4175384615384615
Consequence_first_3,0.16461666666666666,0.38
fathmm_XF_coding_score,0.16441876923076923,0.3824615384615385
cHmm_E1,0.1639743076923077,0.29084615384615387
GC,0.16386876923076923,0.3624615384615385
tOverlapMotifs,0.16380556410256408,0.2566923076923077
polyphen_dscore,0.16373543589743592,0.32246153846153847
gnom_mutcount,0.16305764102564102,0.3708461538461538
cHmm_E17,0.1630305641025641,0.3316923076923076
EncodeH3K9me3-max,0.16296666666666668,0.37
EncodeH4K20me1-max,0.1627555641025641,0.3733076923076923
MSC_95CI,0.16267500000000001,0.37500000000000006
EncodeH3K4me3-max,0.1620243076923077,0.3691538461538461
gtex_Brain_-_Frontal_Cortex_(BA9),0.1619805641025641,0.33830769230769236
EncodeH2AFZ-sum,0.1618805641025641,0.3616923076923077
mamPhyloP,0.16187430769230768,0.47584615384615375
minDistTSE,0.16180764102564105,0.34584615384615386
LRT_score,0.16121389743589742,0.3183076923076923
ppi_combined_47,0.16090833333333335,0.3549999999999999
MutationAssessor_score,0.16073543589743589,0.3775384615384615
EncodetotalRNA-sum,0.16036876923076923,0.34753846153846146
ASAquick_rawscore_aa_window_15_prev,0.16008056410256408,0.3516923076923077
before_RSA_15,0.15979097435897435,0.3608461538461539
before_ASA_15,0.15965764102564103,0.3808461538461539
SpliceAI-don-gain,0.15954723076923077,0.34830769230769226
after_RSA_8,0.15888333333333332,0.37
rf_score,0.1587555641025641,0.3366923076923077
Indispensability_score,0.1585805641025641,0.34830769230769226
verPhyloP,0.1583472307692308,0.5916923076923077
Selective_pressure,0.15821389743589745,0.3083076923076923
SCRIBERscore_aa_window_8_next,0.15808056410256413,0.3216923076923077
Condel_score,0.15805,0.41000000000000003
gtex_Adipose_-_Subcutaneous,0.15791389743589743,0.31169230769230766
ppi_combined_51,0.1577243076923077,0.32584615384615384
MMSp_exon,0.1570055641025641,0.31330769230769234
EncodeH3K36me3-max,0.15696389743589742,0.3616923076923077
RVIS,0.1567854358974359,0.3375384615384615
ASAquick_normscore_aa_window_15_prev,0.15643333333333334,0.35
cHmm_E6,0.15600764102564102,0.3008461538461539
gtex_Brain_-_Anterior_cingulate_cortex_(BA24),0.15597223076923075,0.3433076923076923
cHmm_E11,0.15594097435897436,0.28084615384615386
gtex_Artery_-_Tibial,0.1558305641025641,0.31830769230769235
gtex_Cells_-_Cultured_fibroblasts,0.15582430769230768,0.32915384615384613
gtex_Brain_-_Amygdala,0.155807641025641,0.32915384615384624
gtex_Brain_-_Cortex,0.15565764102564103,0.34584615384615386
gtex_Spleen,0.15551389743589744,0.35830769230769227
cHmm_E13,0.15539097435897434,0.3191538461538462
GDI,0.15531666666666666,0.30999999999999994
GerpRS,0.15530556410256408,0.3533076923076923
ppi_combined_63,0.155207641025641,0.3341538461538462
cHmm_E18,0.155007641025641,0.3141538461538461
MVP_score,0.15498543589743594,0.4075384615384615
IMPACT_LOW,0.15497430769230772,0.5458461538461539
GERPplus_plus_RS,0.15492223076923076,0.3166923076923077
before_IUPRED_8,0.15489097435897436,0.34915384615384615
EncodeH3K4me1-max,0.15479166666666663,0.32499999999999996
RSA,0.1546,0.3499999999999999
MoRFchibiScore_aa_window_3_next,0.15454097435897438,0.33084615384615385
hgmd_mutcount,0.15449723076923075,0.37169230769230766
PROVEAN_score,0.15424097435897433,0.3691538461538461
cHmm_E14,0.15398889743589744,0.3066923076923077
cHmm_E10,0.15394097435897433,0.3041538461538461
EncodeH3K4me2-max,0.15348543589743588,0.3525384615384616
CDS_len,0.15346666666666667,0.31
GERPplus_plus_NR,0.1534305641025641,0.35169230769230764
DisoPROscore_aa_window_8_prev,0.15329097435897435,0.3341538461538462
cHmm_E12,0.15326876923076924,0.30753846153846154
cHmm_E21,0.15315764102564103,0.34415384615384614
gtex_Bladder,0.15306389743589743,0.3383076923076923
gtex_Kidney_-_Cortex,0.15274097435897438,0.33415384615384613
rel_CDS_pos,0.15241389743589742,0.2783076923076923
before_RSA_8,0.15231876923076923,0.37753846153846154
EncodeH3K9me3-sum,0.15215,0.28
ada_score,0.1520743076923077,0.2891538461538462
MoRFchibiScore_aa,0.15204097435897435,0.30915384615384617
polyphen_score2,0.1520243076923077,0.2991538461538461
ppi_combined_33,0.15152223076923077,0.29330769230769227
before_IUPRED_3,0.15138056410256412,0.3883076923076923
ANCHOR2,0.15128889743589743,0.39330769230769236
GerpN,0.15116389743589745,0.38830769230769224
HUVEC_fitCons_score,0.15108333333333332,0.30000000000000004
EncodeH3K79me2-sum,0.1510472307692308,0.3416923076923077
AF_Relative_ASA,0.15001389743589744,0.3316923076923076
REGION_DESCRIPTION_0,0.14985833333333332,0.28500000000000003
after_ASA_8,0.14972499999999997,0.3549999999999999
cHmm_E23,0.14970764102564102,0.3008461538461539
SiPhy_29way_logOdds,0.1497055641025641,0.33330769230769225
EncodetotalRNA-max,0.14954097435897434,0.3191538461538462
SCRIBERscore_aa_window_3_next,0.14936389743589742,0.30169230769230765
ConsScore,0.149257641025641,0.6408461538461538
after_RSA_3,0.14916389743589745,0.3316923076923076
cHmm_E16,0.14907223076923076,0.3333076923076923
cHmm_E24,0.1490521025641026,0.2825384615384615
polyphen_score1,0.14836876923076925,0.3374615384615385
cHmm_E19,0.14810210256410256,0.30246153846153845
gtex_Skin_-_Not_Sun_Exposed_(Suprapubic),0.14795764102564102,0.32584615384615384
REGION_DESCRIPTION_8,0.1476805641025641,0.2816923076923077
cHmm_E22,0.14710833333333334,0.33499999999999996
after_IUPRED_3,0.14707223076923073,0.3533076923076923
S_DDG[SEQ],0.147007641025641,0.34915384615384615
gtex_Cervix_-_Ectocervix,0.147007641025641,0.31584615384615383
cHmm_E25,0.1468243076923077,0.3041538461538461
after_ASA_3,0.14681389743589743,0.32830769230769236
before_ASA_8,0.1463243076923077,0.36915384615384617
DRNApredRNAscore_aa_window_8_prev,0.14630764102564103,0.3191538461538462
gtex_Uterus,0.14629097435897437,0.3341538461538462
ppi_combined_22,0.1462,0.33
NearestExonJB_distance,0.1461743076923077,0.3141538461538461
DRNApredRNAscore_aa_window_15_prev,0.14585,0.31
PSIPRED_helix_aa_window_15_next,0.1456555641025641,0.30330769230769233
EncodeH3K27me3-sum,0.14518889743589744,0.3366923076923077
EncodeH3K9ac-sum,0.14505764102564103,0.32584615384615384
gtex_Brain_-_Cerebellar_Hemisphere,0.1449187692307692,0.32246153846153847
EncodeDNase-max,0.1447243076923077,0.3458461538461538
gtex_Brain_-_Substantia_nigra,0.14465764102564102,0.3208461538461539
after_RSA_15,0.14456666666666668,0.35
mamPhCons,0.14444097435897432,0.46915384615384614
DisoRNAscore_aa_window_15_next,0.14422500000000002,0.31500000000000006
SCRIBERscore_aa_window_3_prev,0.14412223076923078,0.2833076923076923
NearestExonJB_len,0.14405556410256412,0.2966923076923077
SpliceAI-acc-gain,0.14391666666666666,0.32
gtex_Vagina,0.1436805641025641,0.33169230769230773
Sngl1000bp,0.14360210256410255,0.3175384615384615
priPhCons,0.14192223076923077,0.4133076923076923
IMPACT_HIGH,0.14180833333333334,0.645
gtex_Cervix_-_Endocervix,0.14168333333333333,0.32
after_ANCHOR_8,0.14164097435897435,0.3591538461538461
ppi_combined_27,0.14158889743589742,0.3166923076923076
ppi_combined_34,0.1415555641025641,0.31330769230769234
after_ANCHOR_15,0.14124097435897434,0.3141538461538462
GerpS,0.14114097435897435,0.43084615384615377
isHomomultimer,0.14033543589743588,0.2724615384615385
gtex_Brain_-_Caudate_(basal_ganglia),0.1402055641025641,0.32669230769230767
gtex_Minor_Salivary_Gland,0.14013889743589744,0.32669230769230767
DisoRNAscore_aa_window_3_prev,0.14011876923076924,0.2925384615384616
DRNApredRNAscore_aa_window_3_prev,0.14000210256410256,0.30746153846153845
EncodeH2AFZ-max,0.13984166666666667,0.295
ppi_combined_28,0.13977430769230767,0.3241538461538462
ASA,0.13967430769230768,0.35584615384615387
PSIPRED_helix_aa_window_15_prev,0.13965210256410257,0.30746153846153845
gtex_Skin_-_Sun_Exposed_(Lower_leg),0.13927223076923076,0.3333076923076923
Consequence_first_2,0.13920833333333335,0.32499999999999996
after_ASA_15,0.1391305641025641,0.3383076923076923
DisoPROscore_aa_window_15_prev,0.13905556410256412,0.31330769230769234
before_ANCHOR_3,0.13899166666666665,0.335
MaxEntScan_alt,0.13880210256410255,0.24253846153846154
ppi_combined_7,0.138425,0.275
gtex_Testis,0.1384,0.3
before_ANCHOR_8,0.13824723076923076,0.3483076923076923
ppi_combined_58,0.13753056410256406,0.2816923076923077
MoRFchibiScore_aa_window_8_prev,0.13734097435897435,0.3008461538461539
SCRIBERscore_aa_window_8_prev,0.137207641025641,0.23915384615384616
MMseq2_conservation_score_aa_window_8_prev,0.1366555641025641,0.31330769230769234
RSA_Zfit,0.13660764102564102,0.2891538461538461
PSIPRED_strand_aa_window_15_next,0.13659723076923078,0.27830769230769226
ppi_combined_29,0.13659723076923075,0.2916923076923077
n_contacts,0.13645,0.32999999999999996
EncodeH3K27ac-sum,0.13635,0.28
DisoDNAscore_aa_window_8_next,0.13623889743589743,0.31330769230769234
SIFT_score,0.1361805641025641,0.3283076923076923
ASAquick_rawscore_aa,0.13605833333333334,0.32499999999999996
REGION_DESCRIPTION_6,0.1358805641025641,0.26830769230769225
phyloP17way_primate,0.13574097435897436,0.25584615384615383
IMPACT_MODIFIER,0.13547430769230767,0.4808461538461538
gtex_Kidney_-_Medulla,0.13545833333333335,0.305
DFLpredScore_aa_window_3_prev,0.13520764102564103,0.31584615384615383
Conservation,0.13498056410256412,0.35169230769230764
RNA_binding_gbind,0.13471389743589743,0.2916923076923077
after_ANCHOR_3,0.13466389743589743,0.3583076923076923
MMSp_donor,0.13456666666666664,0.29
phastCons30way_mammalian,0.13435764102564104,0.26415384615384613
ppi_combined_32,0.13400764102564103,0.3041538461538461
ppi_combined_18,0.13392430769230768,0.2758461538461538
ppi_combined_49,0.13389166666666666,0.30500000000000005
BIOTYPE_unprocessed_pseudogene,0.13359723076923077,0.21169230769230765
gtex_Breast_-_Mammary_Tissue,0.13358889743589744,0.2966923076923077
Dist2Mutation,0.13336876923076924,0.2875384615384615
COSMICvsHAPMAP,0.13335764102564102,0.2958461538461538
ppi_combined_38,0.13334723076923077,0.3216923076923077
MMseq2_conservation_score_aa_window_8_next,0.1332743076923077,0.3058461538461538
ppi_combined_24,0.13320764102564106,0.28915384615384615
GM12878_fitCons_score,0.1331055641025641,0.30669230769230765
EncodeH3K9ac-max,0.1330888974358974,0.3133076923076923
before_ASA_3,0.13301666666666667,0.33
haplo_imputed,0.13279097435897436,0.3008461538461539
DisoRNAscore_aa_window_8_next,0.13262430769230768,0.29084615384615387
gtex_Pancreas,0.1324388974358974,0.2666923076923077
ppi_combined_23,0.132425,0.275
BIOTYPE_promoter_flanking_region,0.13235210256410254,0.21246153846153842
EncodeH3K4me3-sum,0.13229166666666664,0.32500000000000007
before_RSA_3,0.13225833333333334,0.275
MoRFchibiScore_aa_window_3_prev,0.13205764102564105,0.3008461538461539
EncodeH3K27ac-max,0.13200833333333334,0.315
ppi_combined_31,0.1316555641025641,0.29330769230769227
mirSVR-Score,0.13156876923076924,0.25246153846153846
SCRIBERscore_aa_window_15_prev,0.13124723076923075,0.24830769230769228
minDistTSS,0.1310305641025641,0.2916923076923077
ProteinLengthChange,0.13098889743589745,0.24669230769230768
Freq10000bp,0.13090833333333332,0.32500000000000007
targetScan,0.13053889743589742,0.1933076923076923
HGMD2003,0.1304055641025641,0.28330769230769226
gtex_Whole_Blood,0.130307641025641,0.29415384615384615
phyloP30way_mammalian,0.13005764102564102,0.26084615384615384
gtex_Adipose_-_Visceral_(Omentum),0.1298472307692308,0.3183076923076923
EncodeH3K4me2-sum,0.12952223076923078,0.3166923076923077
mirSVR-E,0.12945210256410256,0.19253846153846155
HAPMAP,0.1292854358974359,0.2825384615384615
mirSVR-Aln,0.12886666666666666,0.18999999999999997
ppi_combined_61,0.12884097435897438,0.23415384615384616
gtex_Esophagus_-_Muscularis,0.12816389743589746,0.2983076923076923
COSMIC,0.1280743076923077,0.28415384615384615
before_IUPRED_15,0.12783333333333335,0.29
haplo,0.12752223076923078,0.2566923076923077
EncodeH3K27me3-max,0.12746876923076925,0.2825384615384615
gtex_Stomach,0.12716876923076922,0.31246153846153846
H1_hESC_fitCons_score,0.127025,0.265
BIOTYPE_lncRNA,0.12695764102564103,0.26084615384615384
GenoCanyon_score,0.1269243076923077,0.2908461538461538
gtex_Nerve_-_Tibial,0.12657223076923077,0.27330769230769225
EncodeH4K20me1-sum,0.12648056410256409,0.28830769230769226
motifDist,0.12641666666666665,0.22000000000000003
gtex_Brain_-_Cerebellum,0.12540210256410256,0.2875384615384615
MoRFchibiScore_aa_window_15_prev,0.12538889743589746,0.24330769230769228
DRNApredRNAscore_aa_window_3_next,0.12493543589743589,0.30753846153846154
ppi_combined_62,0.124475,0.305
MMseq2_conservation_level_aa_window_8_prev,0.12440556410256409,0.2766923076923077
EncodeH3K79me2-max,0.12433333333333334,0.29
REGION_DESCRIPTION_5,0.12429723076923078,0.2316923076923077
gtex_Esophagus_-_Gastroesophageal_Junction,0.12406389743589745,0.29830769230769233
Mn2+_binding_gbind,0.12394097435897435,0.19915384615384615
ppi_combined_59,0.12388543589743589,0.2724615384615385
Phosphorylation,0.12367430769230771,0.24415384615384614
PTM,0.12365210256410257,0.2524615384615384
DRNApredRNAscore_aa_window_8_next,0.12350764102564103,0.3008461538461539
DFLpredScore_aa_window_15_next,0.12315,0.29
ASAquick_rawscore_aa_window_15_next,0.12307223076923075,0.2966923076923077
Consequence_first_1,0.12289097435897435,0.2808461538461539
REGION_DESCRIPTION_4,0.12264097435897435,0.25084615384615383
Ubiquitination,0.12248333333333333,0.24000000000000005
ppi_combined_16,0.12232223076923075,0.2833076923076923
gtex_Lung,0.12204097435897436,0.27584615384615385
MaxEntScan_ref,0.12194097435897434,0.19084615384615386
rel_prot_pos,0.12185210256410256,0.2675384615384615
DisoRNAscore_aa_window_3_next,0.12160764102564103,0.27084615384615385
ppi_combined_25,0.1212805641025641,0.2583076923076923
DisoPROscore_aa_window_3_prev,0.12121389743589743,0.3016923076923077
MMSp_acceptor,0.12088889743589742,0.3133076923076923
DisoRNAscore_aa_window_8_prev,0.12068333333333332,0.28
ppi_combined_5,0.1206,0.31
DRNApredRNAscore_aa_window_15_next,0.11992223076923077,0.24669230769230768
cHmm_E5,0.11923889743589743,0.2666923076923077
ppi_combined_2,0.11869723076923078,0.29830769230769233
REGION_DESCRIPTION_7,0.11860764102564103,0.22415384615384612
ppi_combined_19,0.11859097435897437,0.29915384615384616
ppi_combined_43,0.11855764102564102,0.27584615384615385
integrated_fitCons_score,0.11828056410256409,0.2783076923076923
motifEHIPos,0.1182354358974359,0.2275384615384615
ppi_combined_10,0.11823333333333334,0.26
DisoPROscore_aa,0.1182243076923077,0.22415384615384612
Mg2+_binding_gbind,0.11791666666666666,0.22999999999999998
STABILITY[SEQ]_Increase,0.11752223076923075,0.2366923076923077
DisoDNAscore_aa_window_8_prev,0.11751876923076922,0.23746153846153847
VEST4_score,0.11705764102564103,0.6158461538461538
MMseq2_conservation_score_aa_window_15_next,0.11679097435897434,0.2858461538461538
Methylation,0.11676389743589748,0.20169230769230767
STABILITY[SEQ]_Neutral,0.11649723076923078,0.24169230769230768
VB,0.11639723076923075,0.2883076923076923
CpG,0.11637430769230768,0.2708461538461538
distance_com,0.11629097435897438,0.27584615384615385
DFLpredScore_aa_window_8_next,0.11629097435897436,0.2741538461538462
ASAquick_normscore_aa_window_8_prev,0.1156805641025641,0.2916923076923077
GerpRSpval,0.11564097435897437,0.19415384615384615
ppi_combined_45,0.11544723076923076,0.2683076923076923
ppi_combined_14,0.11543543589743589,0.2975384615384616
ASAquick_normscore_aa_window_8_next,0.11510210256410257,0.25246153846153846
MOD_RES_DESCRIPTION_0,0.11500556410256413,0.24669230769230768
gtex_Fallopian_Tube,0.1146,0.3
RemapOverlapTF,0.11450764102564104,0.2841538461538462
gtex_Muscle_-_Skeletal,0.11431876923076924,0.25753846153846155
gtex_Prostate,0.11404723076923078,0.2783076923076923
Ex,0.11397223076923074,0.25669230769230766
DisoPROscore_aa_window_3_next,0.11389723076923075,0.2783076923076923
ppi_combined_30,0.11388889743589743,0.29330769230769227
ppi_combined_1,0.11360210256410258,0.24753846153846157
DRNApredDNAscore_aa_window_3_next,0.11351666666666667,0.2799999999999999
rel_cDNA_pos,0.11330764102564102,0.17084615384615384
Grantham_x,0.11309999999999998,0.26999999999999996
ppi_combined_46,0.11301876923076921,0.24253846153846154
REGION_DESCRIPTION_3,0.11300764102564104,0.2391538461538461
ppi_combined_4,0.11274097435897434,0.25584615384615383
STABILITY[3D]_Decrease,0.11252430769230769,0.27415384615384614
ppi_combined_8,0.11235764102564105,0.22584615384615384
ASAquick_normscore_aa_window_15_next,0.11217500000000002,0.285
DisoDNAscore_aa_window_3_prev,0.11160210256410258,0.25753846153846155
ppi_combined_60,0.11152430769230769,0.27584615384615385
ASAquick_normscore_aa,0.11142223076923079,0.2833076923076923
SCRIBERscore_aa_window_15_next,0.1111555641025641,0.2333076923076923
ppi_combined_13,0.11073889743589743,0.2833076923076923
Charge,0.11048889743589745,0.26330769230769235
polyphen_idqmin,0.11048543589743588,0.29246153846153844
Sngl100bp,0.11043543589743587,0.2875384615384615
DisoDNAscore_aa_window_15_next,0.1104,0.26999999999999996
gtex_Heart_-_Atrial_Appendage,0.1102805641025641,0.25169230769230766
Acetylation,0.10993543589743592,0.16246153846153846
MOD_RES_DESCRIPTION_4,0.10984723076923077,0.20830769230769228
gtex_Adrenal_Gland,0.10981876923076923,0.21753846153846157
STABILITY[SEQ]_Decrease,0.10954097435897435,0.28584615384615386
Glycosylation,0.10935000000000002,0.15999999999999998
DisoPROscore_aa_window_8_next,0.10882430769230773,0.27915384615384614
EnsembleRegulatoryFeature_CTCF Binding Site,0.10872430769230769,0.21584615384615385
MMseq2_conservation_level_aa_window_8_next,0.10825764102564102,0.26415384615384613
ASAquick_rawscore_aa_window_3_next,0.10825764102564102,0.27415384615384614
TSSDistance,0.10823543589743588,0.21246153846153845
ppi_combined_56,0.10756876923076923,0.2675384615384615
PAM250,0.10748543589743591,0.2775384615384615
MMseq2_conservation_score_aa_window_3_prev,0.10746666666666665,0.27
ppi_combined_53,0.10699097435897437,0.2641538461538462
EnsembleRegulatoryFeature_Promoter Flanking Region,0.10686389743589743,0.21830769230769229
S_DDG[3D],0.10625764102564102,0.24415384615384614
MMseq2_conservation_score_aa_window_3_next,0.10600833333333333,0.265
MMSp_acceptorIntron,0.10572430769230769,0.25584615384615383
ppi_combined_55,0.1052055641025641,0.2666923076923077
ppi_combined_9,0.10519097435897438,0.22584615384615384
MMSp_donorIntron,0.10443543589743591,0.23753846153846153
MOD_RES,0.10433543589743592,0.24753846153846154
DisoPROscore_aa_window_15_next,0.1042354358974359,0.26753846153846156
NMD_NMD_escaping_variant,0.10385764102564105,0.22915384615384615
ppi_combined_26,0.10371389743589743,0.2716923076923077
DisoRNAscore_aa,0.10350764102564103,0.25084615384615383
ASAquick_normscore_aa_window_3_next,0.10303333333333332,0.25
gtex_Ovary,0.10288056410256412,0.27169230769230773
DRNApredDNAscore_aa_window_8_next,0.10270210256410257,0.25753846153846155
priPhyloP,0.10260764102564102,0.29915384615384616
DisoDNAscore_aa_window_15_prev,0.10255764102564102,0.24415384615384614
ASAquick_normscore_aa_window_3_prev,0.10255764102564102,0.27915384615384614
DFLpredScore_aa_window_15_prev,0.10250764102564101,0.26584615384615384
MOD_RES_DESCRIPTION_3,0.10250764102564101,0.19915384615384613
MMseq2_conservation_score_aa_window_15_prev,0.10176876923076923,0.24746153846153843
Consequence_first_0,0.10167430769230772,0.8308461538461539
REGION_DESCRIPTION_1,0.10161389743589744,0.2216923076923077
JM,0.10159723076923077,0.2516923076923077
MMseq2_conservation_level_aa,0.10146389743589744,0.25169230769230766
MMseq2_conservation_level_aa_window_15_next,0.10140764102564102,0.2591538461538461
ppi_combined_15,0.1012743076923077,0.2591538461538461
HEME_binding_gbind,0.10113056410256409,0.20830769230769228
PSIPRED_strand_aa_window_15_prev,0.1010166666666667,0.24000000000000002
polyphen_idpmax,0.10067430769230769,0.26584615384615384
ppi_combined_42,0.10060764102564103,0.25084615384615383
Hydrophobicity,0.10058889743589745,0.24669230769230768
MMseq2_conservation_level_aa_window_3_next,0.10055833333333332,0.245
concavity_score,0.10012223076923078,0.19669230769230772
MOD_RES_DESCRIPTION_2,0.10001389743589743,0.1916923076923077
Rare1000bp,0.09955556410256407,0.25669230769230766
ppi_combined_6,0.09906876923076924,0.26753846153846156
PSIPRED_helix_aa_window_8_prev,0.09902500000000002,0.22499999999999998
ppi_combined_35,0.09886876923076925,0.24753846153846154
COSMICvsSWISSPROT,0.09869723076923076,0.21830769230769229
AF_dssp_secondary_structure_E,0.09849166666666666,0.215
ppi_combined_11,0.09814097435897436,0.2541538461538461
Dst2SplType_DONOR,0.09800764102564102,0.22084615384615386
STABILITY[3D]_Increase,0.09780764102564103,0.21084615384615382
MOD_RES_DESCRIPTION_1,0.09771876923076922,0.18246153846153843
Freq100bp,0.09752430769230769,0.1908461538461538
ppi_combined_0,0.09752223076923076,0.2066923076923077
REQUIRED_FOR_INTER,0.09750764102564102,0.21415384615384614
SCRIBERscore_aa,0.09745764102564103,0.19915384615384615
DFLpredScore_aa_window_3_next,0.09741876923076924,0.24253846153846156
PSIPRED_strand_aa_window_8_prev,0.09740764102564102,0.22915384615384615
ASAquick_rawscore_aa_window_3_prev,0.09712430769230769,0.26084615384615384
DFLpredScore_aa_window_8_prev,0.09705764102564102,0.2541538461538462
ppi_combined_52,0.09678333333333332,0.25999999999999995
DRNApredDNAscore_aa_window_15_next,0.09670210256410257,0.2524615384615384
Rare100bp,0.09660764102564101,0.19915384615384613
REGION_DESCRIPTION_2,0.0965743076923077,0.20584615384615382
A3D_SCORE,0.09637430769230772,0.22584615384615384
ppi_combined_54,0.09630764102564103,0.27084615384615385
ppi_combined_17,0.09627430769230767,0.26415384615384613
Polarity,0.09590556410256411,0.21330769230769225
ppi_combined_3,0.09570000000000001,0.25
ppi_combined_36,0.09553889743589744,0.26330769230769235
ppi_combined_21,0.09553333333333335,0.24999999999999997
STABILITY[3D]_Neutral,0.09548333333333331,0.22999999999999998
Freq1000bp,0.09532223076923076,0.22330769230769226
ppi_combined_37,0.094675,0.20500000000000002
AF_dssp_secondary_structure_-,0.09454097435897436,0.20415384615384616
polyphen_idpsnp,0.09436389743589742,0.2283076923076923
polyphen_avenhet,0.09423889743589743,0.1966923076923077
gtex_Heart_-_Left_Ventricle,0.09404097435897436,0.23584615384615384
MMseq2_conservation_score_aa,0.09375764102564103,0.21915384615384617
gnomsingle_mutcount,0.09305556410256409,0.21330769230769228
Volume,0.09295210256410256,0.21246153846153842
ppi_combined_57,0.09290764102564103,0.23584615384615384
polyphen_nobs,0.09278056410256412,0.23169230769230767
DRNApredDNAscore_aa_window_3_prev,0.09261876923076921,0.22246153846153846
Transition,0.09226876923076922,0.22246153846153843
DNA_binding_gbind,0.09224097435897438,0.24415384615384614
EnsembleRegulatoryFeature_Promoter,0.0919854358974359,0.20753846153846153
EnsembleRegulatoryFeature_Enhancer,0.09175833333333332,0.185
AF_dssp_secondary_structure_H,0.0914,0.20999999999999996
DRNApredDNAscore_aa,0.09120210256410256,0.23753846153846153
DRNApredRNAscore_aa,0.09120210256410255,0.21246153846153842
DisoDNAscore_aa,0.08958543589743588,0.21246153846153842
INTERACTION_REGION,0.08950210256410258,0.16246153846153846
MMseq2_conservation_level_aa_window_15_prev,0.08863056410256409,0.2183076923076923
DRNApredDNAscore_aa_window_15_prev,0.0885243076923077,0.21915384615384614
DRNApredDNAscore_aa_window_8_prev,0.08845764102564102,0.24415384615384614
