Category,Name,Rank
Corr.,DRNApredRNAscore_aa_window_15_prev,0.0
Corr.,DRNApredRNAscore_aa_window_3_next,0.0
Corr.,DRNApredRNAscore_aa_window_8_next,0.0
Corr.,DRNApredRNAscore_aa_window_15_next,0.0
Corr.,DRNApredRNAscore_aa,0.0
Corr.,DisoDNAscore_aa_window_3_prev,0.0
Corr.,DisoDNAscore_aa_window_8_prev,0.0
Corr.,DisoDNAscore_aa_window_15_prev,0.0
Corr.,DisoDNAscore_aa_window_3_next,0.0
Corr.,DisoDNAscore_aa_window_8_next,0.0
Corr.,DisoDNAscore_aa_window_15_next,0.0
Corr.,DisoDNAscore_aa,0.0
Corr.,DisoPROscore_aa_window_3_prev,0.03
Corr.,DisoPROscore_aa_window_8_prev,0.03
Corr.,DisoPROscore_aa_window_15_prev,0.03
Corr.,DisoPROscore_aa_window_3_next,0.03
Corr.,DisoPROscore_aa_window_8_next,0.03
Corr.,DisoPROscore_aa_window_15_next,0.03
Corr.,DisoPROscore_aa,0.03
Corr.,DisoRNAscore_aa_window_3_prev,0.0
Corr.,DisoRNAscore_aa_window_8_prev,0.0
Corr.,DisoRNAscore_aa_window_15_prev,0.0
Corr.,DisoRNAscore_aa_window_3_next,0.0
Corr.,DisoRNAscore_aa_window_8_next,0.0
Corr.,DisoRNAscore_aa_window_15_next,0.0
Corr.,DisoRNAscore_aa,0.0
Corr.,MMseq2_conservation_level_aa_window_3_prev,0.04
Corr.,MMseq2_conservation_level_aa_window_8_prev,0.04
Corr.,MMseq2_conservation_level_aa_window_15_prev,0.03
Corr.,MMseq2_conservation_level_aa_window_3_next,0.04
Corr.,MMseq2_conservation_level_aa_window_8_next,0.04
Corr.,MMseq2_conservation_level_aa_window_15_next,0.03
Corr.,MMseq2_conservation_level_aa,0.04
Corr.,MMseq2_conservation_score_aa_window_3_prev,0.03
Corr.,MMseq2_conservation_score_aa_window_8_prev,0.02
Corr.,MMseq2_conservation_score_aa_window_15_prev,0.02
Corr.,MMseq2_conservation_score_aa_window_3_next,0.03
Corr.,MMseq2_conservation_score_aa_window_8_next,0.02
Corr.,MMseq2_conservation_score_aa_window_15_next,0.02
Corr.,MMseq2_conservation_score_aa,0.04
Corr.,MoRFchibiScore_aa_window_3_prev,0.02
Corr.,MoRFchibiScore_aa_window_8_prev,0.02
Corr.,MoRFchibiScore_aa_window_15_prev,0.03
Corr.,MoRFchibiScore_aa_window_3_next,0.02
Corr.,MoRFchibiScore_aa_window_8_next,0.02
Corr.,MoRFchibiScore_aa_window_15_next,0.03
Corr.,MoRFchibiScore_aa,0.02
Corr.,PSIPRED_helix_aa_window_3_prev,0.01
Corr.,PSIPRED_helix_aa_window_8_prev,0.01
Corr.,PSIPRED_helix_aa_window_15_prev,0.01
Corr.,PSIPRED_helix_aa_window_3_next,0.0
Corr.,PSIPRED_helix_aa_window_8_next,0.01
Corr.,PSIPRED_helix_aa_window_15_next,0.01
Corr.,PSIPRED_helix_aa,0.01
Corr.,PSIPRED_strand_aa_window_3_prev,0.0
Corr.,PSIPRED_strand_aa_window_8_prev,0.0
Corr.,PSIPRED_strand_aa_window_15_prev,0.0
Corr.,PSIPRED_strand_aa_window_3_next,0.0
Corr.,PSIPRED_strand_aa_window_8_next,0.0
Corr.,PSIPRED_strand_aa_window_15_next,0.0
Corr.,PSIPRED_strand_aa,0.0
Corr.,SCRIBERscore_aa_window_3_prev,0.0
Corr.,SCRIBERscore_aa_window_8_prev,0.0
Corr.,SCRIBERscore_aa_window_15_prev,0.0
Corr.,SCRIBERscore_aa_window_3_next,0.0
Corr.,SCRIBERscore_aa_window_8_next,0.0
Corr.,SCRIBERscore_aa_window_15_next,0.0
Corr.,SCRIBERscore_aa,0.0
Corr.,SignalP_score_aa_window_3_prev,0.0
Corr.,SignalP_score_aa_window_8_prev,0.0
Corr.,SignalP_score_aa_window_15_prev,0.0
Corr.,SignalP_score_aa_window_3_next,0.0
Corr.,SignalP_score_aa_window_8_next,0.0
Corr.,SignalP_score_aa_window_15_next,0.0
Corr.,SignalP_score_aa,0.0
Corr.,gtex_Adipose_-_Subcutaneous,0.0
Corr.,gtex_Adipose_-_Visceral_(Omentum),0.0
Corr.,gtex_Adrenal_Gland,0.0
Corr.,gtex_Artery_-_Aorta,0.01
Corr.,gtex_Artery_-_Coronary,0.01
Corr.,gtex_Artery_-_Tibial,0.01
Corr.,gtex_Bladder,0.01
Corr.,gtex_Brain_-_Amygdala,0.0
Corr.,gtex_Brain_-_Anterior_cingulate_cortex_(BA24),0.0
Corr.,gtex_Brain_-_Caudate_(basal_ganglia),0.0
Corr.,gtex_Brain_-_Cerebellar_Hemisphere,0.0
Corr.,gtex_Brain_-_Cerebellum,0.0
Corr.,gtex_Brain_-_Cortex,0.0
Corr.,gtex_Brain_-_Frontal_Cortex_(BA9),0.0
Corr.,gtex_Brain_-_Hippocampus,0.0
Corr.,gtex_Brain_-_Hypothalamus,0.01
Corr.,gtex_Brain_-_Nucleus_accumbens_(basal_ganglia),0.0
Corr.,gtex_Brain_-_Putamen_(basal_ganglia),0.0
Corr.,gtex_Brain_-_Spinal_cord_(cervical_c-1),0.0
Corr.,gtex_Brain_-_Substantia_nigra,0.0
Corr.,gtex_Breast_-_Mammary_Tissue,0.0
Corr.,gtex_Cells_-_Cultured_fibroblasts,0.0
Corr.,gtex_Cells_-_EBV-transformed_lymphocytes,0.0
Corr.,gtex_Cervix_-_Ectocervix,0.0
Corr.,gtex_Cervix_-_Endocervix,0.01
Corr.,gtex_Colon_-_Sigmoid,0.01
Corr.,gtex_Colon_-_Transverse,0.01
Corr.,gtex_Esophagus_-_Gastroesophageal_Junction,0.01
Corr.,gtex_Esophagus_-_Mucosa,0.0
Corr.,gtex_Esophagus_-_Muscularis,0.01
Corr.,gtex_Fallopian_Tube,0.01
Corr.,gtex_Heart_-_Atrial_Appendage,0.0
Corr.,gtex_Heart_-_Left_Ventricle,0.0
Corr.,gtex_Kidney_-_Cortex,0.0
Corr.,gtex_Kidney_-_Medulla,0.0
Corr.,gtex_Liver,0.0
Corr.,gtex_Lung,0.0
Corr.,gtex_Minor_Salivary_Gland,0.0
Corr.,gtex_Muscle_-_Skeletal,0.0
Corr.,gtex_Nerve_-_Tibial,0.0
Corr.,gtex_Ovary,0.0
Corr.,gtex_Pancreas,0.0
Corr.,gtex_Pituitary,0.0
Corr.,gtex_Prostate,0.0
Corr.,gtex_Skin_-_Not_Sun_Exposed_(Suprapubic),0.0
Corr.,gtex_Skin_-_Sun_Exposed_(Lower_leg),0.0
Corr.,gtex_Small_Intestine_-_Terminal_Ileum,0.0
Corr.,gtex_Spleen,0.0
Corr.,gtex_Stomach,0.0
Corr.,gtex_Testis,0.0
Corr.,gtex_Thyroid,0.0
Corr.,gtex_Uterus,0.01
Corr.,gtex_Vagina,0.0
Corr.,gtex_Whole_Blood,0.0
Corr.,haplo,0.0
Corr.,haplo_imputed,0.0
Corr.,PHOSPHORYLATION,0.0
Corr.,ACETYLATION,0.0
Corr.,UBIQUITINATION,0.0
Corr.,S-NITROSYLATION,0.0
Corr.,N-GLYCOSYLATION,0.0
Corr.,METHYLATION,0.0
Corr.,O-GLYCOSYLATION,0.0
Corr.,MYRISTOYLATION,0.0
Corr.,C-GLYCOSYLATION,0.0
Corr.,SUMOYLATION,0.0
Corr.,S-GLYCOSYLATION,0.0
Corr.,Dominant_probability,0.08
Corr.,Recessive_probability,0.04
Corr.,polyphen_dscore,0.09
Corr.,polyphen_score1,0.08
Corr.,polyphen_score2,0.04
Corr.,polyphen_nobs,0.02
Corr.,polyphen_normasa,0.0
Corr.,polyphen_dvol,0.0
Corr.,polyphen_dprop,0.0
Corr.,polyphen_bfact,0.0
Corr.,polyphen_hbonds,0.0
Corr.,polyphen_avenhet,0.0
Corr.,polyphen_mindhet,0.0
Corr.,polyphen_avenint,0.0
Corr.,polyphen_mindint,0.0
Corr.,polyphen_avensit,0.0
Corr.,polyphen_mindsit,0.0
Corr.,polyphen_idpmax,0.04
Corr.,polyphen_idpsnp,0.01
Corr.,polyphen_idqmin,0.03
Corr.,ConsScore,0.57
Corr.,GC,0.0
Corr.,CpG,0.0
Corr.,motifECount,0.0
Corr.,motifEHIPos,0.0
Corr.,motifEScoreChng,0.0
Corr.,Dst2Splice,0.05
Corr.,minDistTSS,0.0
Corr.,minDistTSE,0.0
Corr.,priPhCons,0.25
Corr.,mamPhCons,0.48
Corr.,verPhCons,0.54
Corr.,priPhyloP,0.13
Corr.,mamPhyloP,0.58
Corr.,verPhyloP,0.72
Corr.,bStatistic_y,0.0
Corr.,targetScan,0.0
Corr.,mirSVR-Score,0.0
Corr.,mirSVR-E,0.0
Corr.,mirSVR-Aln,0.0
Corr.,cHmm_E1,0.0
Corr.,cHmm_E2,0.0
Corr.,cHmm_E3,0.0
Corr.,cHmm_E4,0.01
Corr.,cHmm_E5,0.0
Corr.,cHmm_E6,0.0
Corr.,cHmm_E7,0.0
Corr.,cHmm_E8,0.0
Corr.,cHmm_E9,0.0
Corr.,cHmm_E10,0.0
Corr.,cHmm_E11,0.0
Corr.,cHmm_E12,0.0
Corr.,cHmm_E13,0.0
Corr.,cHmm_E14,0.0
Corr.,cHmm_E15,0.0
Corr.,cHmm_E16,0.0
Corr.,cHmm_E17,0.0
Corr.,cHmm_E18,0.0
Corr.,cHmm_E19,0.01
Corr.,cHmm_E20,0.0
Corr.,cHmm_E21,0.01
Corr.,cHmm_E22,0.0
Corr.,cHmm_E23,0.0
Corr.,cHmm_E24,0.0
Corr.,cHmm_E25,0.0
Corr.,GerpRS,0.01
Corr.,GerpRSpval,0.0
Corr.,GerpN,0.1
Corr.,GerpS,0.47
Corr.,tOverlapMotifs,0.0
Corr.,motifDist,0.0
Corr.,EncodeH3K4me1-sum,0.0
Corr.,EncodeH3K4me1-max,0.0
Corr.,EncodeH3K4me2-sum,0.0
Corr.,EncodeH3K4me2-max,0.0
Corr.,EncodeH3K4me3-sum,0.0
Corr.,EncodeH3K4me3-max,0.0
Corr.,EncodeH3K9ac-sum,0.0
Corr.,EncodeH3K9ac-max,0.0
Corr.,EncodeH3K9me3-sum,0.02
Corr.,EncodeH3K9me3-max,0.01
Corr.,EncodeH3K27ac-sum,0.0
Corr.,EncodeH3K27ac-max,0.0
Corr.,EncodeH3K27me3-sum,0.0
Corr.,EncodeH3K27me3-max,0.0
Corr.,EncodeH3K36me3-sum,0.0
Corr.,EncodeH3K36me3-max,0.0
Corr.,EncodeH3K79me2-sum,0.0
Corr.,EncodeH3K79me2-max,0.0
Corr.,EncodeH4K20me1-sum,0.0
Corr.,EncodeH4K20me1-max,0.0
Corr.,EncodeH2AFZ-sum,0.0
Corr.,EncodeH2AFZ-max,0.0
Corr.,EncodeDNase-sum,0.0
Corr.,EncodeDNase-max,0.0
Corr.,EncodetotalRNA-sum,0.01
Corr.,EncodetotalRNA-max,0.01
Corr.,Grantham_x,0.02
Corr.,SpliceAI-acc-gain,0.01
Corr.,SpliceAI-acc-loss,0.02
Corr.,SpliceAI-don-gain,0.01
Corr.,SpliceAI-don-loss,0.04
Corr.,MMSp_acceptorIntron,0.0
Corr.,MMSp_acceptor,0.01
Corr.,MMSp_exon,0.01
Corr.,MMSp_donor,0.03
Corr.,MMSp_donorIntron,0.0
Corr.,Dist2Mutation,0.0
Corr.,Freq100bp,0.0
Corr.,Rare100bp,0.0
Corr.,Sngl100bp,0.02
Corr.,Freq1000bp,0.0
Corr.,Rare1000bp,0.0
Corr.,Sngl1000bp,0.0
Corr.,Freq10000bp,0.0
Corr.,Rare10000bp,0.0
Corr.,Sngl10000bp,0.0
Corr.,dbscSNV-ada_score,0.07
Corr.,dbscSNV-rf_score,0.08
Corr.,RemapOverlapTF,0.01
Corr.,RemapOverlapCL,0.01
Corr.,Charge,0.0
Corr.,Volume,0.0
Corr.,Hydrophobicity,0.0
Corr.,Polarity,0.0
Corr.,Ex,0.02
Corr.,PAM250,0.02
Corr.,JM,0.01
Corr.,HGMD2003,0.01
Corr.,VB,0.0
Corr.,Transition,0.0
Corr.,COSMIC,0.0
Corr.,COSMICvsSWISSPROT,0.0
Corr.,HAPMAP,0.0
Corr.,COSMICvsHAPMAP,0.0
Corr.,MOD_RES,0.0
Corr.,MOD_RES_DESCRIPTION_0,0.0
Corr.,MOD_RES_DESCRIPTION_1,0.0
Corr.,MOD_RES_DESCRIPTION_2,0.0
Corr.,MOD_RES_DESCRIPTION_3,0.0
Corr.,MOD_RES_DESCRIPTION_4,0.0
Corr.,REGION,0.01
Corr.,REGION_DESCRIPTION_0,0.0
Corr.,REGION_DESCRIPTION_1,0.0
Corr.,REGION_DESCRIPTION_2,0.0
Corr.,REGION_DESCRIPTION_3,0.0
Corr.,REGION_DESCRIPTION_4,0.0
Corr.,REGION_DESCRIPTION_5,0.0
Corr.,REGION_DESCRIPTION_6,0.0
Corr.,REGION_DESCRIPTION_7,0.0
Corr.,REGION_DESCRIPTION_8,0.0
Corr.,INTERACTION_REGION,0.0
Corr.,REQUIRED_FOR_INTER,0.0
Corr.,ATP_binding_gbind,0.0
Corr.,Ca2+_binding_gbind,0.0
Corr.,DNA_binding_gbind,0.0
Corr.,HEME_binding_gbind,0.0
Corr.,Mg2+_binding_gbind,0.0
Corr.,Mn2+_binding_gbind,0.0
Corr.,RNA_binding_gbind,0.0
Corr.,IMPACT_HIGH,0.35
Corr.,IMPACT_LOW,0.25
Corr.,IMPACT_MODERATE,0.12
Corr.,IMPACT_MODIFIER,0.4
Corr.,BIOTYPE_lncRNA,0.0
Corr.,BIOTYPE_nonsense_mediated_decay,0.0
Corr.,BIOTYPE_promoter_flanking_region,0.0
Corr.,BIOTYPE_protein_coding,0.01
Corr.,BIOTYPE_unprocessed_pseudogene,0.0
Corr.,NMD_NMD_escaping_variant,0.05
Corr.,AF_dssp_secondary_structure_-,0.0
Corr.,AF_dssp_secondary_structure_B,0.0
Corr.,AF_dssp_secondary_structure_E,0.02
Corr.,AF_dssp_secondary_structure_G,0.0
Corr.,AF_dssp_secondary_structure_H,0.06
Corr.,AF_dssp_secondary_structure_I,0.0
Corr.,AF_dssp_secondary_structure_S,0.01
Corr.,AF_dssp_secondary_structure_T,0.01
Corr.,STABILITY[SEQ]_Decrease,0.15
Corr.,STABILITY[SEQ]_Increase,0.0
Corr.,STABILITY[SEQ]_Neutral,0.0
Corr.,STABILITY[3D]_Decrease,0.1
Corr.,STABILITY[3D]_Increase,0.02
Corr.,STABILITY[3D]_Neutral,0.0
Corr.,Dst2SplType_ACCEPTOR,0.0
Corr.,Dst2SplType_DONOR,0.0
Corr.,EnsembleRegulatoryFeature_CTCF Binding Site,0.0
Corr.,EnsembleRegulatoryFeature_Enhancer,0.0
Corr.,EnsembleRegulatoryFeature_Open chromatin,0.0
Corr.,EnsembleRegulatoryFeature_Promoter,0.01
Corr.,EnsembleRegulatoryFeature_Promoter Flanking Region,0.0
Corr.,EnsembleRegulatoryFeature_TF binding site,0.0
Lin Reg,CADD_raw,0.0
Lin Reg,BLOSUM62,0.0
Lin Reg,Conservation,0.0
Lin Reg,ProteinLengthChange,0.0
Lin Reg,MaxEntScan_alt,0.0
Lin Reg,MaxEntScan_diff,0.0
Lin Reg,MaxEntScan_ref,0.0
Lin Reg,TSSDistance,0.0
Lin Reg,ada_score,0.0
Lin Reg,rf_score,0.0
Lin Reg,1000Gp3_AF,0.0
Lin Reg,FATHMM_score,0.0
Lin Reg,GERPplus_plus_NR,0.0
Lin Reg,GERPplus_plus_RS,0.0
Lin Reg,GM12878_fitCons_score,0.0
Lin Reg,GenoCanyon_score,0.0
Lin Reg,H1_hESC_fitCons_score,0.0
Lin Reg,HUVEC_fitCons_score,0.0
Lin Reg,LINSIGHT,0.0
Lin Reg,LIST_S2_score,0.0
Lin Reg,LRT_score,0.0
Lin Reg,M_CAP_score,0.0
Lin Reg,MPC_score,0.0
Lin Reg,MVP_score,0.0
Lin Reg,MutationAssessor_score,0.0
Lin Reg,MutationTaster_score,0.0
Lin Reg,PROVEAN_score,0.0
Lin Reg,SiPhy_29way_logOdds,0.0
Lin Reg,UK10K_AF,0.0
Lin Reg,VEST4_score,0.0
Lin Reg,fathmm_MKL_coding_score,0.0
Lin Reg,fathmm_XF_coding_score,0.0
Lin Reg,gnomAD_exomes_AF,0.0
Lin Reg,gnomAD_genomes_AF,0.0
Lin Reg,integrated_fitCons_score,0.0
Lin Reg,phastCons100way_vertebrate,0.0
Lin Reg,phastCons17way_primate,0.0
Lin Reg,phastCons30way_mammalian,0.0
Lin Reg,phyloP100way_vertebrate,0.0
Lin Reg,phyloP17way_primate,0.0
Lin Reg,phyloP30way_mammalian,0.0
Lin Reg,GDI,0.0
Lin Reg,MSC_95CI,0.0
Lin Reg,rel_cDNA_pos,0.23
Lin Reg,rel_CDS_pos,0.0
Lin Reg,rel_prot_pos,0.0
Lin Reg,Selective_pressure,0.0
Lin Reg,Clarks_distance,0.0
Lin Reg,CDS_len,0.0
Lin Reg,Number_of_paralogs,0.0
Lin Reg,denovo_Zscore,0.0
Lin Reg,RVIS,0.0
Lin Reg,Indispensability_score,0.0
Lin Reg,RSA,0.0
Lin Reg,ASA,0.0
Lin Reg,RSA_Zfit,0.0
Lin Reg,before_RSA_3,0.0
Lin Reg,before_RSA_8,0.0
Lin Reg,before_RSA_15,0.0
Lin Reg,after_RSA_3,0.06
Lin Reg,after_RSA_8,0.5
Lin Reg,after_RSA_15,0.27
Lin Reg,before_ASA_3,0.0
Lin Reg,before_ASA_8,0.0
Lin Reg,before_ASA_15,0.0
Lin Reg,after_ASA_3,0.06
Lin Reg,after_ASA_8,0.5
Lin Reg,after_ASA_15,0.27
Lin Reg,Phosphorylation,0.0
Lin Reg,Acetylation,0.0
Lin Reg,Methylation,0.0
Lin Reg,Ubiquitination,0.0
Lin Reg,Glycosylation,0.0
Lin Reg,PTM,0.0
Lin Reg,Consequence_first_0,0.0
Lin Reg,Consequence_first_1,0.0
Lin Reg,Consequence_first_2,0.0
Lin Reg,Consequence_first_3,0.0
Lin Reg,Consequence_first_4,0.0
Lin Reg,Condel_score,0.0
Lin Reg,SIFT_score,0.0
Lin Reg,NearestExonJB_distance,0.0
Lin Reg,NearestExonJB_len,0.0
Lin Reg,AF_Relative_ASA,0.0
Lin Reg,IUPRED2,0.0
Lin Reg,ANCHOR2,0.0
Lin Reg,before_IUPRED_3,0.0
Lin Reg,before_IUPRED_8,0.0
Lin Reg,before_IUPRED_15,0.0
Lin Reg,after_IUPRED_3,0.0
Lin Reg,after_IUPRED_8,0.0
Lin Reg,after_IUPRED_15,0.0
Lin Reg,before_ANCHOR_3,0.0
Lin Reg,before_ANCHOR_8,0.0
Lin Reg,before_ANCHOR_15,0.0
Lin Reg,after_ANCHOR_3,0.0
Lin Reg,after_ANCHOR_8,0.0
Lin Reg,after_ANCHOR_15,0.0
Lin Reg,A3D_SCORE,0.0
Lin Reg,n_contacts,0.0
Lin Reg,distance_com,0.0
Lin Reg,concavity_score,0.0
Lin Reg,S_DDG[SEQ],0.0
Lin Reg,S_DDG[3D],0.0
Lin Reg,hgmd_mutcount,0.0
Lin Reg,gnomsingle_mutcount,0.0
Lin Reg,gnom_mutcount,0.0
Lin Reg,AF_confidence,0.0
Lin Reg,isHomomultimer,0.0
Lin Reg,num_interactions,0.0
Lin Reg,ppi_combined_0,0.0
Lin Reg,ppi_combined_1,0.0
Lin Reg,ppi_combined_2,0.0
Lin Reg,ppi_combined_3,0.0
Lin Reg,ppi_combined_4,0.0
Lin Reg,ppi_combined_5,0.0
Lin Reg,ppi_combined_6,0.0
Lin Reg,ppi_combined_7,0.0
Lin Reg,ppi_combined_8,0.0
Lin Reg,ppi_combined_9,0.0
Lin Reg,ppi_combined_10,0.0
Lin Reg,ppi_combined_11,0.0
Lin Reg,ppi_combined_12,0.0
Lin Reg,ppi_combined_13,0.0
